Gnss DateTime (Local Time), Northing(m), Easting(m), Height MSL(m), Horizontal Accuracy(m)
17/9/2024 10:10:21 am (UTC+1000), 6200552.65, 626717.66, 37.62, 0.05
17/9/2024 10:10:22 am (UTC+1000), 6200552.38, 626716.38, 37.62, 0.04
17/9/2024 10:10:23 am (UTC+1000), 6200552.14, 626715.07, 37.63, 0.04
17/9/2024 10:10:24 am (UTC+1000), 6200551.97, 626713.93, 37.77, 0.03
17/9/2024 10:10:25 am (UTC+1000), 6200551.78, 626712.9, 37.92, 0.04
17/9/2024 10:10:26 am (UTC+1000), 6200551.49, 626711.83, 37.92, 0.03
17/9/2024 10:10:27 am (UTC+1000), 6200551.1, 626710.68, 38.03, 0.03
17/9/2024 10:10:28 am (UTC+1000), 6200550.73, 626709.58, 38.09, 0.03
17/9/2024 10:10:29 am (UTC+1000), 6200550.39, 626708.54, 38.12, 0.03
17/9/2024 10:10:30 am (UTC+1000), 6200549.86, 626707.71, 37.97, 0.03
17/9/2024 10:10:31 am (UTC+1000), 6200549.08, 626706.95, 37.63, 0.03
17/9/2024 10:10:32 am (UTC+1000), 6200548.2, 626706.22, 37.47, 0.03
17/9/2024 10:10:33 am (UTC+1000), 6200547.27, 626705.65, 37.36, 0.03
17/9/2024 10:10:34 am (UTC+1000), 6200546.21, 626705.17, 37.17, 0.03
17/9/2024 10:10:35 am (UTC+1000), 6200545.06, 626704.76, 37.1, 0.03
17/9/2024 10:10:36 am (UTC+1000), 6200543.96, 626704.5, 37.11, 0.03
17/9/2024 10:10:37 am (UTC+1000), 6200542.81, 626704.54, 37.01, 0.03
17/9/2024 10:10:38 am (UTC+1000), 6200541.57, 626704.65, 37.02, 0.03
17/9/2024 10:10:39 am (UTC+1000), 6200540.34, 626704.79, 37.03, 0.03
17/9/2024 10:10:40 am (UTC+1000), 6200539.1, 626704.98, 36.96, 0.03
17/9/2024 10:10:41 am (UTC+1000), 6200537.87, 626705.21, 36.99, 0.03
17/9/2024 10:10:42 am (UTC+1000), 6200536.67, 626705.53, 37.03, 0.02
17/9/2024 10:10:43 am (UTC+1000), 6200535.44, 626705.81, 36.99, 0.02
17/9/2024 10:10:44 am (UTC+1000), 6200534.22, 626706.04, 37.05, 0.02
17/9/2024 10:10:45 am (UTC+1000), 6200533.01, 626706.35, 37.03, 0.02
17/9/2024 10:10:46 am (UTC+1000), 6200531.77, 626706.66, 37.07, 0.02
17/9/2024 10:10:47 am (UTC+1000), 6200530.61, 626707.05, 37.11, 0.02
17/9/2024 10:10:48 am (UTC+1000), 6200529.47, 626707.42, 37.02, 0.02
17/9/2024 10:10:49 am (UTC+1000), 6200528.37, 626707.74, 37.06, 0.02
17/9/2024 10:10:50 am (UTC+1000), 6200527.26, 626708.12, 37.01, 0.02
17/9/2024 10:10:51 am (UTC+1000), 6200526.19, 626708.59, 37, 0.02
17/9/2024 10:10:52 am (UTC+1000), 6200525.36, 626709.37, 37.08, 0.02
17/9/2024 10:10:53 am (UTC+1000), 6200524.7, 626710.32, 37.04, 0.02
17/9/2024 10:10:54 am (UTC+1000), 6200524.19, 626711.38, 37.11, 0.02
17/9/2024 10:10:55 am (UTC+1000), 6200523.83, 626712.47, 37.15, 0.02
17/9/2024 10:10:56 am (UTC+1000), 6200523.57, 626713.64, 37.19, 0.02
17/9/2024 10:10:57 am (UTC+1000), 6200523.47, 626714.71, 37.31, 0.02
17/9/2024 10:10:58 am (UTC+1000), 6200523.46, 626715.77, 37.32, 0.02
17/9/2024 10:10:59 am (UTC+1000), 6200523.55, 626716.88, 37.44, 0.02
17/9/2024 10:11:00 am (UTC+1000), 6200523.75, 626717.98, 37.42, 0.02
17/9/2024 10:11:01 am (UTC+1000), 6200523.94, 626719.12, 37.5, 0.02
17/9/2024 10:11:02 am (UTC+1000), 6200524.21, 626720.23, 37.57, 0.02
17/9/2024 10:11:03 am (UTC+1000), 6200524.61, 626721.33, 37.68, 0.02
17/9/2024 10:11:04 am (UTC+1000), 6200525.04, 626722.41, 37.8, 0.02
17/9/2024 10:11:05 am (UTC+1000), 6200525.31, 626723.56, 37.83, 0.02
17/9/2024 10:11:06 am (UTC+1000), 6200525.54, 626724.64, 37.99, 0.02
17/9/2024 10:11:07 am (UTC+1000), 6200525.89, 626725.68, 38.06, 0.02
17/9/2024 10:11:08 am (UTC+1000), 6200526.28, 626726.61, 38.26, 0.02
17/9/2024 10:11:09 am (UTC+1000), 6200526.75, 626727.53, 38.41, 0.02
17/9/2024 10:11:10 am (UTC+1000), 6200526.97, 626728.46, 38.55, 0.02
17/9/2024 10:11:11 am (UTC+1000), 6200527.33, 626729.44, 38.51, 0.02
17/9/2024 10:11:12 am (UTC+1000), 6200527.69, 626730.44, 38.56, 0.02
17/9/2024 10:11:13 am (UTC+1000), 6200527.93, 626731.48, 38.52, 0.03
17/9/2024 10:11:14 am (UTC+1000), 6200528.21, 626732.44, 38.43, 0.02
17/9/2024 10:11:15 am (UTC+1000), 6200528.64, 626733.31, 38.51, 0.03
17/9/2024 10:11:16 am (UTC+1000), 6200528.74, 626734.27, 38.43, 0.03
17/9/2024 10:11:17 am (UTC+1000), 6200528.93, 626735.37, 38.43, 0.03
17/9/2024 10:11:18 am (UTC+1000), 6200529, 626736.47, 38.56, 0.03
17/9/2024 10:11:19 am (UTC+1000), 6200528.95, 626737.52, 38.61, 0.03
17/9/2024 10:11:20 am (UTC+1000), 6200529.09, 626738.61, 38.63, 0.03
17/9/2024 10:11:21 am (UTC+1000), 6200529.31, 626739.58, 38.68, 0.03
17/9/2024 10:11:22 am (UTC+1000), 6200529.59, 626740.63, 38.53, 0.03
17/9/2024 10:11:23 am (UTC+1000), 6200530.02, 626741.76, 38.53, 0.03
17/9/2024 10:11:24 am (UTC+1000), 6200530.41, 626742.95, 38.43, 0.04
17/9/2024 10:11:25 am (UTC+1000), 6200530.83, 626744.08, 38.42, 0.04
17/9/2024 10:11:26 am (UTC+1000), 6200531.16, 626745.18, 38.53, 0.03
17/9/2024 10:11:27 am (UTC+1000), 6200531.58, 626746.34, 38.51, 0.03
17/9/2024 10:11:28 am (UTC+1000), 6200532.08, 626747.47, 38.47, 0.03
17/9/2024 10:11:29 am (UTC+1000), 6200532.48, 626748.61, 38.52, 0.03
17/9/2024 10:11:30 am (UTC+1000), 6200532.88, 626749.75, 38.48, 0.03
17/9/2024 10:11:31 am (UTC+1000), 6200533.29, 626750.9, 38.52, 0.03
17/9/2024 10:11:32 am (UTC+1000), 6200533.7, 626752.09, 38.54, 0.03
17/9/2024 10:11:33 am (UTC+1000), 6200534.04, 626753.28, 38.52, 0.02
17/9/2024 10:11:34 am (UTC+1000), 6200534.42, 626754.47, 38.59, 0.03
17/9/2024 10:11:35 am (UTC+1000), 6200534.85, 626755.65, 38.59, 0.03
17/9/2024 10:11:36 am (UTC+1000), 6200535.23, 626756.85, 38.56, 0.03
17/9/2024 10:11:37 am (UTC+1000), 6200535.59, 626758.05, 38.57, 0.03
17/9/2024 10:11:38 am (UTC+1000), 6200535.96, 626759.2, 38.47, 0.03
17/9/2024 10:11:39 am (UTC+1000), 6200536.35, 626760.4, 38.48, 0.03
17/9/2024 10:11:40 am (UTC+1000), 6200536.85, 626761.53, 38.36, 0.03
17/9/2024 10:11:41 am (UTC+1000), 6200537.34, 626762.68, 38.23, 0.03
17/9/2024 10:11:42 am (UTC+1000), 6200537.74, 626763.99, 38.26, 0.04
17/9/2024 10:11:43 am (UTC+1000), 6200538.1, 626765.12, 38.29, 0.04
17/9/2024 10:11:44 am (UTC+1000), 6200538.43, 626766.3, 38.4, 0.05
17/9/2024 10:11:45 am (UTC+1000), 6200538.68, 626767.55, 38.42, 0.05
17/9/2024 10:11:46 am (UTC+1000), 6200538.81, 626768.83, 38.35, 0.06
17/9/2024 10:11:47 am (UTC+1000), 6200538.92, 626770.11, 38.31, 0.06
17/9/2024 10:11:48 am (UTC+1000), 6200539.02, 626771.26, 38.4, 0.06
17/9/2024 10:11:49 am (UTC+1000), 6200539.07, 626772.41, 38.54, 0.05
17/9/2024 10:11:50 am (UTC+1000), 6200539.14, 626773.54, 38.56, 0.05
17/9/2024 10:11:51 am (UTC+1000), 6200539.11, 626774.7, 38.62, 0.06
17/9/2024 10:11:52 am (UTC+1000), 6200539.08, 626775.88, 38.6, 0.05
17/9/2024 10:11:53 am (UTC+1000), 6200539.11, 626777.02, 38.65, 0.05
17/9/2024 10:11:54 am (UTC+1000), 6200539.21, 626778.19, 38.6, 0.05
17/9/2024 10:11:55 am (UTC+1000), 6200539.3, 626779.32, 38.65, 0.06
17/9/2024 10:11:56 am (UTC+1000), 6200539.22, 626780.55, 38.53, 0.05
17/9/2024 10:11:57 am (UTC+1000), 6200539.46, 626781.76, 38.61, 0.06
17/9/2024 10:11:58 am (UTC+1000), 6200539.54, 626782.95, 38.67, 0.05
17/9/2024 10:11:59 am (UTC+1000), 6200539.46, 626784.12, 38.65, 0.05
17/9/2024 10:12:00 am (UTC+1000), 6200539.38, 626785.33, 38.7, 0.07
17/9/2024 10:12:01 am (UTC+1000), 6200539.23, 626786.49, 38.71, 0.07
17/9/2024 10:12:02 am (UTC+1000), 6200539.24, 626787.64, 38.74, 0.06
17/9/2024 10:12:03 am (UTC+1000), 6200539.39, 626788.8, 38.74, 0.07
17/9/2024 10:12:04 am (UTC+1000), 6200539.48, 626790, 38.75, 0.05
17/9/2024 10:12:05 am (UTC+1000), 6200539.55, 626791.24, 38.68, 0.05
17/9/2024 10:12:06 am (UTC+1000), 6200539.62, 626792.41, 38.78, 0.05
17/9/2024 10:12:07 am (UTC+1000), 6200539.89, 626793.64, 38.77, 0.05
17/9/2024 10:12:08 am (UTC+1000), 6200540.14, 626794.86, 38.82, 0.03
17/9/2024 10:12:09 am (UTC+1000), 6200540.29, 626796.08, 38.81, 0.03
17/9/2024 10:12:10 am (UTC+1000), 6200540.47, 626797.3, 38.76, 0.03
17/9/2024 10:12:11 am (UTC+1000), 6200540.59, 626798.54, 38.83, 0.02
17/9/2024 10:12:12 am (UTC+1000), 6200540.69, 626799.79, 38.8, 0.02
17/9/2024 10:12:13 am (UTC+1000), 6200540.89, 626801.08, 38.82, 0.02
17/9/2024 10:12:14 am (UTC+1000), 6200541.13, 626802.33, 38.84, 0.02
17/9/2024 10:12:15 am (UTC+1000), 6200541.31, 626803.63, 38.73, 0.02
17/9/2024 10:12:16 am (UTC+1000), 6200541.45, 626804.96, 38.76, 0.02
17/9/2024 10:12:17 am (UTC+1000), 6200541.71, 626806.18, 38.85, 0.02
17/9/2024 10:12:18 am (UTC+1000), 6200541.89, 626807.41, 38.76, 0.02
17/9/2024 10:12:19 am (UTC+1000), 6200542.11, 626808.6, 38.85, 0.02
17/9/2024 10:12:20 am (UTC+1000), 6200542.34, 626809.76, 38.85, 0.02
17/9/2024 10:12:21 am (UTC+1000), 6200542.61, 626810.81, 38.86, 0.02
17/9/2024 10:12:22 am (UTC+1000), 6200542.91, 626811.83, 38.78, 0.03
17/9/2024 10:12:23 am (UTC+1000), 6200542.94, 626812.97, 38.75, 0.03
17/9/2024 10:12:24 am (UTC+1000), 6200542.81, 626814.05, 38.83, 0.02
17/9/2024 10:12:25 am (UTC+1000), 6200542.82, 626815.03, 38.78, 0.02
17/9/2024 10:12:26 am (UTC+1000), 6200543.06, 626816.13, 38.81, 0.02
17/9/2024 10:12:27 am (UTC+1000), 6200543.36, 626817.25, 38.77, 0.02
17/9/2024 10:12:28 am (UTC+1000), 6200543.36, 626818.36, 38.82, 0.02
17/9/2024 10:12:29 am (UTC+1000), 6200543.31, 626819.42, 38.78, 0.02
17/9/2024 10:12:30 am (UTC+1000), 6200543.22, 626820.44, 38.85, 0.02
17/9/2024 10:12:31 am (UTC+1000), 6200543.18, 626821.45, 38.88, 0.02
17/9/2024 10:12:32 am (UTC+1000), 6200543.1, 626822.49, 38.85, 0.02
17/9/2024 10:12:33 am (UTC+1000), 6200542.89, 626823.56, 38.92, 0.02
17/9/2024 10:12:34 am (UTC+1000), 6200542.67, 626824.64, 38.84, 0.02
17/9/2024 10:12:35 am (UTC+1000), 6200542.67, 626825.8, 38.85, 0.02
17/9/2024 10:12:36 am (UTC+1000), 6200542.83, 626826.98, 38.79, 0.02
17/9/2024 10:12:37 am (UTC+1000), 6200542.95, 626828.18, 38.81, 0.02
17/9/2024 10:12:38 am (UTC+1000), 6200543.09, 626829.37, 38.81, 0.02
17/9/2024 10:12:39 am (UTC+1000), 6200543.22, 626830.59, 38.76, 0.02
17/9/2024 10:12:40 am (UTC+1000), 6200543.29, 626831.82, 38.81, 0.02
17/9/2024 10:12:41 am (UTC+1000), 6200543.37, 626833.05, 38.83, 0.02
17/9/2024 10:12:42 am (UTC+1000), 6200543.6, 626834.27, 38.79, 0.02
17/9/2024 10:12:43 am (UTC+1000), 6200543.77, 626835.51, 38.85, 0.02
17/9/2024 10:12:44 am (UTC+1000), 6200543.85, 626836.77, 38.76, 0.02
17/9/2024 10:12:45 am (UTC+1000), 6200543.98, 626838.05, 38.82, 0.02
17/9/2024 10:12:46 am (UTC+1000), 6200544.18, 626839.29, 38.84, 0.02
17/9/2024 10:12:47 am (UTC+1000), 6200544.23, 626840.54, 38.81, 0.03
17/9/2024 10:12:48 am (UTC+1000), 6200544.09, 626841.79, 38.89, 0.03
17/9/2024 10:12:49 am (UTC+1000), 6200543.57, 626842.94, 38.96, 0.03
17/9/2024 10:12:50 am (UTC+1000), 6200542.89, 626844.03, 38.94, 0.03
17/9/2024 10:12:51 am (UTC+1000), 6200542.16, 626845.08, 38.96, 0.03
17/9/2024 10:12:52 am (UTC+1000), 6200541.44, 626846.13, 38.93, 0.03
17/9/2024 10:12:53 am (UTC+1000), 6200540.81, 626847.15, 38.84, 0.03
17/9/2024 10:12:54 am (UTC+1000), 6200540.33, 626848.08, 38.82, 0.03
17/9/2024 10:12:55 am (UTC+1000), 6200540.13, 626849.17, 38.97, 0.06
17/9/2024 10:12:56 am (UTC+1000), 6200540.07, 626850.29, 38.85, 0.06
17/9/2024 10:12:57 am (UTC+1000), 6200540.12, 626851.37, 38.71, 0.07
17/9/2024 10:12:58 am (UTC+1000), 6200540.23, 626852.43, 38.87, 0.08
17/9/2024 10:12:59 am (UTC+1000), 6200540.38, 626853.59, 38.85, 0.07
17/9/2024 10:13:00 am (UTC+1000), 6200540.42, 626854.74, 38.81, 0.07
17/9/2024 10:13:01 am (UTC+1000), 6200540.3, 626855.92, 38.82, 0.07
17/9/2024 10:13:02 am (UTC+1000), 6200540.09, 626857.08, 38.87, 0.07
17/9/2024 10:13:03 am (UTC+1000), 6200539.91, 626858.27, 38.84, 0.07
17/9/2024 10:13:04 am (UTC+1000), 6200539.69, 626859.5, 38.87, 0.07
17/9/2024 10:13:05 am (UTC+1000), 6200539.3, 626860.81, 38.86, 0.05
17/9/2024 10:13:06 am (UTC+1000), 6200539.25, 626862.1, 38.8, 0.05
17/9/2024 10:13:07 am (UTC+1000), 6200539.25, 626863.31, 38.9, 0.05
17/9/2024 10:13:08 am (UTC+1000), 6200539.2, 626864.53, 38.82, 0.05
17/9/2024 10:13:09 am (UTC+1000), 6200539.11, 626865.77, 38.88, 0.05
17/9/2024 10:13:10 am (UTC+1000), 6200539.13, 626867, 38.88, 0.06
17/9/2024 10:13:11 am (UTC+1000), 6200539.16, 626868.21, 38.85, 0.06
17/9/2024 10:13:12 am (UTC+1000), 6200539.26, 626869.43, 38.9, 0.05
17/9/2024 10:13:13 am (UTC+1000), 6200539.3, 626870.53, 38.86, 0.05
17/9/2024 10:13:14 am (UTC+1000), 6200539.33, 626871.54, 38.93, 0.05
17/9/2024 10:13:15 am (UTC+1000), 6200539.74, 626872.34, 38.87, 0.05
17/9/2024 10:13:16 am (UTC+1000), 6200540.24, 626873.35, 38.79, 0.06
17/9/2024 10:13:17 am (UTC+1000), 6200540.76, 626874.28, 38.85, 0.07
17/9/2024 10:13:18 am (UTC+1000), 6200541.35, 626875.21, 38.79, 0.06
17/9/2024 10:13:19 am (UTC+1000), 6200541.44, 626875.82, 38.73, 0.05
17/9/2024 10:13:20 am (UTC+1000), 6200541.28, 626876.56, 38.75, 0.06
17/9/2024 10:13:21 am (UTC+1000), 6200541.04, 626877.41, 38.8, 0.06
17/9/2024 10:13:22 am (UTC+1000), 6200540.77, 626878.45, 38.81, 0.06
17/9/2024 10:13:23 am (UTC+1000), 6200540.55, 626879.59, 38.78, 0.07
17/9/2024 10:13:24 am (UTC+1000), 6200540.4, 626880.7, 38.79, 0.07
17/9/2024 10:13:25 am (UTC+1000), 6200540.13, 626881.78, 38.76, 0.07
17/9/2024 10:13:26 am (UTC+1000), 6200539.91, 626882.82, 38.82, 0.04
17/9/2024 10:13:27 am (UTC+1000), 6200539.83, 626883.86, 38.79, 0.04
17/9/2024 10:13:28 am (UTC+1000), 6200539.87, 626884.93, 38.85, 0.03
17/9/2024 10:13:29 am (UTC+1000), 6200539.84, 626886.04, 38.83, 0.03
17/9/2024 10:13:30 am (UTC+1000), 6200539.64, 626887.06, 38.89, 0.03
17/9/2024 10:13:31 am (UTC+1000), 6200539.48, 626887.95, 38.88, 0.03
17/9/2024 10:13:32 am (UTC+1000), 6200539.38, 626888.83, 38.9, 0.03
17/9/2024 10:13:33 am (UTC+1000), 6200539.3, 626889.79, 38.92, 0.03
17/9/2024 10:13:34 am (UTC+1000), 6200539.31, 626890.76, 38.93, 0.02
17/9/2024 10:13:35 am (UTC+1000), 6200539.4, 626891.78, 38.94, 0.02
17/9/2024 10:13:36 am (UTC+1000), 6200539.41, 626892.81, 38.93, 0.02
17/9/2024 10:13:37 am (UTC+1000), 6200539.4, 626893.94, 38.94, 0.02
17/9/2024 10:13:38 am (UTC+1000), 6200539.41, 626895.07, 38.91, 0.02
17/9/2024 10:13:39 am (UTC+1000), 6200539.46, 626896.18, 38.85, 0.02
17/9/2024 10:13:40 am (UTC+1000), 6200539.4, 626897.32, 38.85, 0.02
17/9/2024 10:13:41 am (UTC+1000), 6200539.19, 626898.46, 38.79, 0.02
17/9/2024 10:13:42 am (UTC+1000), 6200538.89, 626899.58, 38.82, 0.02
17/9/2024 10:13:43 am (UTC+1000), 6200538.53, 626900.73, 38.76, 0.02
17/9/2024 10:13:44 am (UTC+1000), 6200538.21, 626901.82, 38.78, 0.02
17/9/2024 10:13:45 am (UTC+1000), 6200537.88, 626902.94, 38.78, 0.02
17/9/2024 10:13:46 am (UTC+1000), 6200537.59, 626904.09, 38.7, 0.02
17/9/2024 10:13:47 am (UTC+1000), 6200537.46, 626905.2, 38.73, 0.02
17/9/2024 10:13:48 am (UTC+1000), 6200537.47, 626906.28, 38.67, 0.02
17/9/2024 10:13:49 am (UTC+1000), 6200537.42, 626907.42, 38.73, 0.02
17/9/2024 10:13:50 am (UTC+1000), 6200537.21, 626908.61, 38.71, 0.02
17/9/2024 10:13:51 am (UTC+1000), 6200536.96, 626909.78, 38.74, 0.02
17/9/2024 10:13:52 am (UTC+1000), 6200536.75, 626910.94, 38.76, 0.02
17/9/2024 10:13:53 am (UTC+1000), 6200536.55, 626912.18, 38.74, 0.02
17/9/2024 10:13:54 am (UTC+1000), 6200536.31, 626913.38, 38.81, 0.02
17/9/2024 10:13:55 am (UTC+1000), 6200536.02, 626914.57, 38.79, 0.02
17/9/2024 10:13:56 am (UTC+1000), 6200535.73, 626915.78, 38.82, 0.02
17/9/2024 10:13:57 am (UTC+1000), 6200535.53, 626917.04, 38.86, 0.02
17/9/2024 10:13:58 am (UTC+1000), 6200535.35, 626918.27, 38.82, 0.02
17/9/2024 10:13:59 am (UTC+1000), 6200535.09, 626919.44, 38.91, 0.02
17/9/2024 10:14:00 am (UTC+1000), 6200534.74, 626920.64, 38.88, 0.02
17/9/2024 10:14:01 am (UTC+1000), 6200534.45, 626921.86, 38.95, 0.02
17/9/2024 10:14:02 am (UTC+1000), 6200534.4, 626922.98, 38.92, 0.02
17/9/2024 10:14:03 am (UTC+1000), 6200534.18, 626924.08, 39, 0.02
17/9/2024 10:14:04 am (UTC+1000), 6200533.63, 626925.14, 38.97, 0.02
17/9/2024 10:14:05 am (UTC+1000), 6200533.05, 626926.2, 39.01, 0.02
17/9/2024 10:14:06 am (UTC+1000), 6200532.73, 626927.37, 39.06, 0.02
17/9/2024 10:14:07 am (UTC+1000), 6200532.48, 626928.43, 39.12, 0.02
17/9/2024 10:14:08 am (UTC+1000), 6200532.09, 626929.56, 39.13, 0.02
17/9/2024 10:14:09 am (UTC+1000), 6200531.63, 626930.7, 39.21, 0.03
17/9/2024 10:14:10 am (UTC+1000), 6200531.32, 626931.79, 39.32, 0.02
17/9/2024 10:14:11 am (UTC+1000), 6200531.1, 626932.96, 39.27, 0.03
17/9/2024 10:14:12 am (UTC+1000), 6200530.88, 626934.12, 39.35, 0.03
17/9/2024 10:14:13 am (UTC+1000), 6200530.51, 626935.3, 39.36, 0.03
17/9/2024 10:14:14 am (UTC+1000), 6200530.06, 626936.44, 39.39, 0.03
17/9/2024 10:14:15 am (UTC+1000), 6200529.61, 626937.61, 39.43, 0.03
17/9/2024 10:14:16 am (UTC+1000), 6200529.27, 626938.88, 39.41, 0.04
17/9/2024 10:14:17 am (UTC+1000), 6200528.91, 626940.05, 39.4, 0.04
17/9/2024 10:14:18 am (UTC+1000), 6200528.5, 626941.08, 39.41, 0.03
17/9/2024 10:14:19 am (UTC+1000), 6200528.15, 626942.28, 39.32, 0.04
17/9/2024 10:14:20 am (UTC+1000), 6200527.92, 626943.47, 39.37, 0.05
17/9/2024 10:14:21 am (UTC+1000), 6200527.9, 626944.68, 39.48, 0.04
17/9/2024 10:14:22 am (UTC+1000), 6200527.9, 626945.93, 39.4, 0.05
17/9/2024 10:14:23 am (UTC+1000), 6200527.86, 626947.05, 39.36, 0.07
17/9/2024 10:14:24 am (UTC+1000), 6200527.87, 626948.34, 39.46, 0.06
17/9/2024 10:14:25 am (UTC+1000), 6200527.76, 626949.58, 39.29, 0.07
17/9/2024 10:14:26 am (UTC+1000), 6200527.53, 626950.76, 39.21, 0.07
17/9/2024 10:14:27 am (UTC+1000), 6200527.16, 626951.93, 39.24, 0.08
17/9/2024 10:14:28 am (UTC+1000), 6200526.67, 626953.05, 39.2, 0.08
17/9/2024 10:14:29 am (UTC+1000), 6200526.22, 626954.15, 39.22, 0.08
17/9/2024 10:14:30 am (UTC+1000), 6200525.8, 626955.19, 39.06, 0.08
17/9/2024 10:14:31 am (UTC+1000), 6200525.43, 626956.38, 39.21, 0.09
17/9/2024 10:14:32 am (UTC+1000), 6200525.1, 626957.56, 39.13, 0.10
17/9/2024 10:14:33 am (UTC+1000), 6200524.89, 626958.8, 39.04, 0.11
17/9/2024 10:14:34 am (UTC+1000), 6200524.69, 626960.19, 39.16, 0.06
17/9/2024 10:14:35 am (UTC+1000), 6200524.67, 626961.46, 39.06, 0.06
17/9/2024 10:14:36 am (UTC+1000), 6200524.5, 626962.69, 39.05, 0.05
17/9/2024 10:14:37 am (UTC+1000), 6200524.2, 626963.92, 39.09, 0.06
17/9/2024 10:14:38 am (UTC+1000), 6200523.84, 626965.02, 38.9, 0.05
17/9/2024 10:14:39 am (UTC+1000), 6200523.35, 626966.21, 39.07, 0.04
17/9/2024 10:14:40 am (UTC+1000), 6200522.86, 626967.28, 38.98, 0.05
17/9/2024 10:14:41 am (UTC+1000), 6200522.48, 626968.42, 39.08, 0.05
17/9/2024 10:14:42 am (UTC+1000), 6200522, 626969.53, 39.02, 0.04
17/9/2024 10:14:43 am (UTC+1000), 6200521.62, 626970.66, 38.96, 0.05
17/9/2024 10:14:44 am (UTC+1000), 6200521.28, 626971.86, 38.99, 0.04
17/9/2024 10:14:45 am (UTC+1000), 6200520.98, 626972.93, 38.91, 0.04
17/9/2024 10:14:46 am (UTC+1000), 6200520.64, 626974.03, 38.96, 0.03
17/9/2024 10:14:47 am (UTC+1000), 6200519.92, 626975.03, 38.89, 0.03
17/9/2024 10:14:48 am (UTC+1000), 6200518.97, 626975.88, 38.84, 0.03
17/9/2024 10:14:49 am (UTC+1000), 6200517.95, 626976.61, 38.9, 0.03
17/9/2024 10:14:50 am (UTC+1000), 6200516.98, 626977.23, 38.86, 0.02
17/9/2024 10:14:51 am (UTC+1000), 6200516.03, 626977.94, 38.92, 0.03
17/9/2024 10:14:52 am (UTC+1000), 6200515.07, 626978.64, 38.94, 0.02
17/9/2024 10:14:53 am (UTC+1000), 6200514.06, 626979.16, 38.88, 0.02
17/9/2024 10:14:54 am (UTC+1000), 6200513.02, 626979.56, 38.93, 0.02
17/9/2024 10:14:55 am (UTC+1000), 6200511.93, 626979.94, 38.88, 0.03
17/9/2024 10:14:56 am (UTC+1000), 6200510.74, 626980.23, 38.93, 0.02
17/9/2024 10:14:57 am (UTC+1000), 6200509.53, 626980.21, 38.94, 0.03
17/9/2024 10:14:58 am (UTC+1000), 6200508.32, 626979.96, 38.93, 0.02
17/9/2024 10:14:59 am (UTC+1000), 6200507.11, 626979.61, 38.96, 0.03
17/9/2024 10:15:00 am (UTC+1000), 6200505.93, 626979.13, 38.95, 0.02
17/9/2024 10:15:01 am (UTC+1000), 6200504.84, 626978.62, 39.03, 0.02
17/9/2024 10:15:02 am (UTC+1000), 6200503.86, 626977.91, 39.06, 0.02
17/9/2024 10:15:03 am (UTC+1000), 6200503.11, 626976.97, 39.04, 0.02
17/9/2024 10:15:04 am (UTC+1000), 6200502.55, 626975.89, 39.12, 0.02
17/9/2024 10:15:05 am (UTC+1000), 6200502.14, 626974.8, 39.18, 0.03
17/9/2024 10:15:06 am (UTC+1000), 6200501.87, 626973.79, 39.23, 0.03
17/9/2024 10:15:07 am (UTC+1000), 6200501.86, 626972.64, 39.2, 0.03
17/9/2024 10:15:08 am (UTC+1000), 6200502.03, 626971.45, 39.16, 0.03
17/9/2024 10:15:09 am (UTC+1000), 6200502.26, 626970.33, 39.19, 0.03
17/9/2024 10:15:10 am (UTC+1000), 6200502.37, 626969.22, 39.18, 0.03
17/9/2024 10:15:11 am (UTC+1000), 6200502.42, 626968.09, 39.19, 0.03
17/9/2024 10:15:12 am (UTC+1000), 6200502.66, 626966.91, 39.22, 0.03
17/9/2024 10:15:13 am (UTC+1000), 6200502.96, 626965.77, 39.27, 0.03
17/9/2024 10:15:14 am (UTC+1000), 6200503.23, 626964.61, 39.24, 0.03
17/9/2024 10:15:15 am (UTC+1000), 6200503.48, 626963.41, 39.3, 0.04
17/9/2024 10:15:16 am (UTC+1000), 6200503.81, 626962.26, 39.38, 0.03
17/9/2024 10:15:17 am (UTC+1000), 6200504.14, 626961.08, 39.4, 0.03
17/9/2024 10:15:18 am (UTC+1000), 6200504.39, 626959.92, 39.45, 0.03
17/9/2024 10:15:19 am (UTC+1000), 6200504.46, 626958.72, 39.44, 0.03
17/9/2024 10:15:20 am (UTC+1000), 6200504.49, 626957.5, 39.49, 0.03
17/9/2024 10:15:21 am (UTC+1000), 6200504.59, 626956.29, 39.46, 0.03
17/9/2024 10:15:22 am (UTC+1000), 6200504.73, 626955.04, 39.47, 0.03
17/9/2024 10:15:23 am (UTC+1000), 6200504.72, 626953.81, 39.51, 0.03
17/9/2024 10:15:24 am (UTC+1000), 6200504.68, 626952.56, 39.48, 0.02
17/9/2024 10:15:25 am (UTC+1000), 6200504.58, 626951.31, 39.5, 0.02
17/9/2024 10:15:26 am (UTC+1000), 6200504.55, 626950.08, 39.55, 0.02
17/9/2024 10:15:27 am (UTC+1000), 6200504.59, 626948.87, 39.47, 0.02
17/9/2024 10:15:28 am (UTC+1000), 6200504.72, 626947.68, 39.49, 0.02
17/9/2024 10:15:29 am (UTC+1000), 6200504.82, 626946.46, 39.4, 0.03
17/9/2024 10:15:30 am (UTC+1000), 6200504.82, 626945.21, 39.41, 0.03
