Gnss DateTime (Local Time), Northing(m), Easting(m), Height MSL(m),Vertical Accuracy(m)
27/01/2026 11:53:59 AM (UTC+1030),6278111.946,494275.201,97.433,0.166
27/01/2026 11:54:00 AM (UTC+1030),6278111.944,494275.193,97.448,0.168
27/01/2026 11:54:01 AM (UTC+1030),6278111.949,494275.19,97.457,0.166
27/01/2026 11:54:02 AM (UTC+1030),6278111.95,494275.188,97.461,0.166
27/01/2026 11:54:03 AM (UTC+1030),6278111.946,494275.186,97.461,0.166
27/01/2026 11:54:04 AM (UTC+1030),6278111.948,494275.192,97.445,0.166
27/01/2026 11:54:05 AM (UTC+1030),6278111.951,494275.195,97.441,0.166
27/01/2026 11:54:06 AM (UTC+1030),6278111.95,494275.193,97.439,0.166
27/01/2026 11:54:07 AM (UTC+1030),6278111.944,494275.191,97.44,0.166
27/01/2026 11:54:08 AM (UTC+1030),6278111.952,494275.192,97.461,0.164
27/01/2026 11:54:09 AM (UTC+1030),6278111.948,494275.186,97.45,0.166
27/01/2026 11:54:10 AM (UTC+1030),6278111.947,494275.196,97.451,0.166
27/01/2026 11:54:11 AM (UTC+1030),6278111.937,494275.191,97.453,0.166
27/01/2026 11:54:12 AM (UTC+1030),6278111.931,494275.191,97.462,0.168
27/01/2026 11:54:13 AM (UTC+1030),6278111.928,494275.19,97.46,0.168
27/01/2026 11:54:14 AM (UTC+1030),6278111.927,494275.189,97.434,0.167
27/01/2026 11:54:15 AM (UTC+1030),6278111.924,494275.189,97.442,0.167
27/01/2026 11:54:16 AM (UTC+1030),6278111.932,494275.189,97.438,0.17
27/01/2026 11:54:17 AM (UTC+1030),6278111.932,494275.183,97.442,0.17
27/01/2026 11:54:18 AM (UTC+1030),6278111.901,494275.093,97.545,0.17
27/01/2026 11:54:19 AM (UTC+1030),6278111.923,494275.034,97.924,0.174
27/01/2026 11:54:20 AM (UTC+1030),6278111.872,494274.995,98.11,0.172
27/01/2026 11:54:21 AM (UTC+1030),6278111.864,494275.098,98.245,0.175
27/01/2026 11:54:22 AM (UTC+1030),6278111.894,494275.232,98.346,0.188
27/01/2026 11:54:23 AM (UTC+1030),6278111.773,494275.202,98.328,0.188
27/01/2026 11:54:24 AM (UTC+1030),6278111.779,494275.247,98.325,0.188
27/01/2026 11:54:25 AM (UTC+1030),6278111.77,494275.282,98.358,0.175
27/01/2026 11:54:26 AM (UTC+1030),6278111.888,494275.543,98.458,0.176
27/01/2026 11:54:27 AM (UTC+1030),6278111.804,494275.489,98.367,0.182
27/01/2026 11:54:28 AM (UTC+1030),6278111.773,494275.446,98.432,0.175
27/01/2026 11:54:29 AM (UTC+1030),6278111.795,494275.435,98.398,0.213
27/01/2026 11:54:30 AM (UTC+1030),6278111.765,494275.446,98.409,0.209
27/01/2026 11:54:31 AM (UTC+1030),6278111.782,494275.491,98.407,0.208
27/01/2026 11:54:32 AM (UTC+1030),6278111.759,494275.465,98.426,0.263
27/01/2026 11:54:33 AM (UTC+1030),6278111.719,494275.514,98.415,0.263
27/01/2026 11:54:34 AM (UTC+1030),6278111.719,494275.539,98.413,0.263
27/01/2026 11:54:35 AM (UTC+1030),6278111.822,494275.646,98.425,0.263
27/01/2026 11:54:36 AM (UTC+1030),6278111.744,494275.865,98.418,0.265
27/01/2026 11:54:37 AM (UTC+1030),6278111.744,494275.781,98.428,0.265
27/01/2026 11:54:38 AM (UTC+1030),6278111.681,494275.662,98.438,0.265
27/01/2026 11:54:39 AM (UTC+1030),6278111.657,494275.678,98.436,0.265
27/01/2026 11:54:40 AM (UTC+1030),6278111.595,494275.724,98.427,0.265
27/01/2026 11:54:41 AM (UTC+1030),6278111.566,494275.725,98.416,0.265
27/01/2026 11:54:42 AM (UTC+1030),6278111.654,494275.754,98.414,0.265
27/01/2026 11:54:43 AM (UTC+1030),6278111.593,494275.777,98.417,0.265
27/01/2026 11:54:44 AM (UTC+1030),6278111.603,494275.792,98.394,0.265
27/01/2026 11:54:45 AM (UTC+1030),6278111.592,494275.813,98.403,0.265
27/01/2026 11:54:46 AM (UTC+1030),6278111.647,494275.851,98.389,0.265
27/01/2026 11:54:47 AM (UTC+1030),6278111.596,494275.854,98.39,0.265
27/01/2026 11:54:48 AM (UTC+1030),6278111.599,494275.898,98.375,0.265
27/01/2026 11:54:49 AM (UTC+1030),6278111.59,494275.898,98.379,0.265
27/01/2026 11:54:50 AM (UTC+1030),6278111.542,494275.842,98.389,0.265
27/01/2026 11:54:51 AM (UTC+1030),6278111.572,494275.883,98.388,0.266
27/01/2026 11:54:52 AM (UTC+1030),6278111.618,494275.892,98.38,0.266
27/01/2026 11:54:53 AM (UTC+1030),6278111.627,494275.911,98.386,0.266
27/01/2026 11:54:54 AM (UTC+1030),6278111.643,494275.883,98.381,0.266
27/01/2026 11:54:55 AM (UTC+1030),6278111.669,494275.921,98.379,0.266
27/01/2026 11:54:56 AM (UTC+1030),6278111.607,494275.909,98.38,0.266
27/01/2026 11:54:57 AM (UTC+1030),6278111.53,494275.868,98.377,0.266
27/01/2026 11:54:58 AM (UTC+1030),6278111.546,494275.846,98.379,0.266
27/01/2026 11:54:59 AM (UTC+1030),6278111.556,494275.852,98.383,0.266
27/01/2026 11:55:00 AM (UTC+1030),6278111.645,494275.855,98.389,0.266
27/01/2026 11:55:01 AM (UTC+1030),6278111.63,494275.911,98.385,0.266
27/01/2026 11:55:02 AM (UTC+1030),6278111.569,494275.898,98.377,0.266
27/01/2026 11:55:03 AM (UTC+1030),6278111.579,494275.932,98.37,0.266
27/01/2026 11:55:04 AM (UTC+1030),6278111.662,494275.971,98.365,0.266
27/01/2026 11:55:05 AM (UTC+1030),6278111.81,494275.858,98.419,0.27
27/01/2026 11:55:06 AM (UTC+1030),6278111.627,494275.945,98.496,0.268
27/01/2026 11:55:07 AM (UTC+1030),6278111.619,494275.928,98.492,0.268
27/01/2026 11:55:08 AM (UTC+1030),6278111.554,494275.866,98.498,0.269
27/01/2026 11:55:09 AM (UTC+1030),6278111.582,494275.903,98.498,0.269
27/01/2026 11:55:10 AM (UTC+1030),6278111.683,494275.957,98.498,0.269
27/01/2026 11:55:11 AM (UTC+1030),6278111.641,494275.983,98.482,0.269
27/01/2026 11:55:12 AM (UTC+1030),6278111.59,494275.969,98.486,0.269
27/01/2026 11:55:13 AM (UTC+1030),6278111.613,494275.936,98.489,0.269
27/01/2026 11:55:14 AM (UTC+1030),6278111.634,494275.926,98.49,0.271
27/01/2026 11:55:15 AM (UTC+1030),6278111.657,494275.957,98.485,0.271
27/01/2026 11:55:16 AM (UTC+1030),6278111.671,494275.952,98.486,0.271
27/01/2026 11:55:17 AM (UTC+1030),6278111.663,494275.953,98.486,0.271
27/01/2026 11:55:18 AM (UTC+1030),6278111.675,494275.948,98.485,0.271
27/01/2026 11:55:19 AM (UTC+1030),6278111.654,494275.942,98.486,0.273
27/01/2026 11:55:20 AM (UTC+1030),6278111.647,494275.942,98.484,0.273
27/01/2026 11:55:21 AM (UTC+1030),6278111.652,494275.939,98.49,0.273
27/01/2026 11:55:22 AM (UTC+1030),6278111.65,494275.957,98.488,0.27
27/01/2026 11:55:23 AM (UTC+1030),6278111.667,494275.922,98.496,0.272
27/01/2026 11:55:24 AM (UTC+1030),6278111.689,494275.937,98.495,0.272
27/01/2026 11:55:25 AM (UTC+1030),6278111.654,494275.93,98.495,0.272
27/01/2026 11:55:26 AM (UTC+1030),6278111.638,494275.914,98.498,0.272
27/01/2026 11:55:27 AM (UTC+1030),6278111.657,494275.914,98.495,0.272
27/01/2026 11:55:28 AM (UTC+1030),6278111.75,494275.853,98.505,0.273
27/01/2026 11:55:29 AM (UTC+1030),6278111.526,494275.744,98.495,0.273
27/01/2026 11:55:30 AM (UTC+1030),6278111.426,494275.652,98.509,0.273
27/01/2026 11:55:31 AM (UTC+1030),6278111.482,494275.597,98.511,0.273
27/01/2026 11:55:32 AM (UTC+1030),6278111.364,494275.514,98.487,0.273
27/01/2026 11:55:33 AM (UTC+1030),6278111.152,494275.264,98.515,0.273
27/01/2026 11:55:34 AM (UTC+1030),6278110.987,494275.287,98.511,0.275
27/01/2026 11:55:35 AM (UTC+1030),6278111.079,494275.363,98.498,0.275
27/01/2026 11:55:36 AM (UTC+1030),6278111.143,494275.297,98.506,0.275
27/01/2026 11:55:37 AM (UTC+1030),6278111.14,494275.33,98.503,0.275
27/01/2026 11:55:38 AM (UTC+1030),6278111.132,494275.322,98.502,0.275
27/01/2026 11:55:39 AM (UTC+1030),6278111.131,494275.328,98.5,0.275
27/01/2026 11:55:40 AM (UTC+1030),6278111.111,494275.34,98.499,0.277
27/01/2026 11:55:41 AM (UTC+1030),6278111.059,494275.346,98.498,0.277
27/01/2026 11:55:42 AM (UTC+1030),6278111.018,494275.344,98.499,0.277
27/01/2026 11:55:43 AM (UTC+1030),6278111.005,494275.359,98.499,0.277
27/01/2026 11:55:44 AM (UTC+1030),6278111.003,494275.363,98.498,0.277
27/01/2026 11:55:45 AM (UTC+1030),6278111.025,494275.37,98.499,0.278
27/01/2026 11:55:46 AM (UTC+1030),6278111.05,494275.351,98.501,0.278
27/01/2026 11:55:47 AM (UTC+1030),6278111.028,494275.349,98.501,0.278
27/01/2026 11:55:48 AM (UTC+1030),6278111.026,494275.321,98.504,0.278
27/01/2026 11:55:49 AM (UTC+1030),6278110.959,494275.151,98.509,0.278
27/01/2026 11:55:50 AM (UTC+1030),6278110.853,494274.745,98.542,0.278
27/01/2026 11:55:51 AM (UTC+1030),6278110.348,494274.479,98.544,0.28
27/01/2026 11:55:52 AM (UTC+1030),6278110.17,494274.04,98.534,0.28
27/01/2026 11:55:53 AM (UTC+1030),6278109.764,494273.787,98.543,0.28
27/01/2026 11:55:54 AM (UTC+1030),6278109.803,494273.36,98.512,0.28
27/01/2026 11:55:55 AM (UTC+1030),6278109.467,494273.111,98.473,0.28
27/01/2026 11:55:56 AM (UTC+1030),6278109.332,494272.489,98.451,0.28
27/01/2026 11:55:57 AM (UTC+1030),6278109.078,494272.015,98.442,0.28
27/01/2026 11:55:58 AM (UTC+1030),6278109.232,494271.604,98.424,0.28
27/01/2026 11:55:59 AM (UTC+1030),6278109.427,494271.177,98.412,0.28
27/01/2026 11:56:00 AM (UTC+1030),6278109.515,494270.958,98.412,0.28
27/01/2026 11:56:01 AM (UTC+1030),6278109.511,494270.858,98.41,0.28
27/01/2026 11:56:02 AM (UTC+1030),6278109.715,494270.877,98.404,0.28
27/01/2026 11:56:03 AM (UTC+1030),6278110.057,494270.959,98.406,0.281
27/01/2026 11:56:04 AM (UTC+1030),6278110.133,494270.553,98.42,0.281
27/01/2026 11:56:05 AM (UTC+1030),6278110.694,494270.281,98.39,0.281
27/01/2026 11:56:06 AM (UTC+1030),6278111.418,494270.05,98.368,0.281
27/01/2026 11:56:07 AM (UTC+1030),6278112.173,494269.765,98.374,0.281
27/01/2026 11:56:08 AM (UTC+1030),6278112.958,494269.509,98.32,0.281
27/01/2026 11:56:09 AM (UTC+1030),6278113.678,494269.453,98.343,0.281
27/01/2026 11:56:10 AM (UTC+1030),6278114.393,494269.165,98.33,0.281
27/01/2026 11:56:11 AM (UTC+1030),6278115.168,494268.88,98.33,0.281
27/01/2026 11:56:12 AM (UTC+1030),6278115.991,494268.59,98.3,0.281
27/01/2026 11:56:13 AM (UTC+1030),6278116.875,494268.176,98.304,0.281
27/01/2026 11:56:14 AM (UTC+1030),6278117.762,494267.844,98.256,0.283
27/01/2026 11:56:15 AM (UTC+1030),6278118.492,494267.415,98.294,0.283
27/01/2026 11:56:16 AM (UTC+1030),6278119.278,494267.004,98.237,0.283
27/01/2026 11:56:17 AM (UTC+1030),6278119.928,494266.878,98.273,0.283
27/01/2026 11:56:18 AM (UTC+1030),6278120.583,494266.589,98.258,0.283
27/01/2026 11:56:19 AM (UTC+1030),6278121.352,494266.433,98.258,0.283
27/01/2026 11:56:20 AM (UTC+1030),6278122.29,494266.219,98.272,0.283
27/01/2026 11:56:21 AM (UTC+1030),6278123.209,494265.878,98.272,0.283
27/01/2026 11:56:22 AM (UTC+1030),6278123.97,494265.329,98.229,0.283
27/01/2026 11:56:23 AM (UTC+1030),6278124.708,494264.731,98.22,0.283
27/01/2026 11:56:24 AM (UTC+1030),6278125.43,494264.186,98.184,0.283
27/01/2026 11:56:25 AM (UTC+1030),6278126.23,494263.826,98.196,0.285
27/01/2026 11:56:26 AM (UTC+1030),6278127.173,494263.364,98.197,0.285
27/01/2026 11:56:27 AM (UTC+1030),6278128.046,494262.934,98.181,0.285
27/01/2026 11:56:28 AM (UTC+1030),6278129.018,494262.536,98.21,0.285
27/01/2026 11:56:29 AM (UTC+1030),6278130.011,494262.267,98.14,0.285
27/01/2026 11:56:30 AM (UTC+1030),6278130.979,494261.997,98.175,0.285
27/01/2026 11:56:31 AM (UTC+1030),6278131.962,494261.667,98.155,0.285
27/01/2026 11:56:32 AM (UTC+1030),6278132.793,494261.184,98.151,0.285
27/01/2026 11:56:33 AM (UTC+1030),6278133.694,494260.85,98.136,0.285
27/01/2026 11:56:34 AM (UTC+1030),6278134.719,494260.627,98.12,0.285
27/01/2026 11:56:35 AM (UTC+1030),6278135.72,494260.225,98.113,0.286
27/01/2026 11:56:36 AM (UTC+1030),6278136.686,494259.822,98.071,0.286
27/01/2026 11:56:37 AM (UTC+1030),6278137.593,494259.442,98.106,0.286
27/01/2026 11:56:38 AM (UTC+1030),6278138.552,494259.155,98.105,0.286
27/01/2026 11:56:39 AM (UTC+1030),6278139.495,494258.926,98.089,0.286
27/01/2026 11:56:40 AM (UTC+1030),6278140.392,494258.653,98.11,0.286
27/01/2026 11:56:41 AM (UTC+1030),6278141.315,494258.189,98.069,0.286
27/01/2026 11:56:42 AM (UTC+1030),6278142.204,494257.744,98.085,0.286
27/01/2026 11:56:43 AM (UTC+1030),6278143.12,494257.431,98.056,0.288
27/01/2026 11:56:44 AM (UTC+1030),6278144.102,494257.145,98.089,0.288
27/01/2026 11:56:45 AM (UTC+1030),6278144.973,494256.779,98.09,0.288
27/01/2026 11:56:46 AM (UTC+1030),6278145.849,494256.368,98.044,0.288
27/01/2026 11:56:47 AM (UTC+1030),6278146.667,494255.988,98.071,0.288
27/01/2026 11:56:48 AM (UTC+1030),6278147.516,494255.67,98.062,0.288
27/01/2026 11:56:49 AM (UTC+1030),6278148.308,494255.255,98.05,0.288
27/01/2026 11:56:50 AM (UTC+1030),6278149.035,494254.813,98.065,0.288
27/01/2026 11:56:51 AM (UTC+1030),6278149.733,494254.472,98.056,0.289
27/01/2026 11:56:52 AM (UTC+1030),6278150.429,494254.307,98.036,0.289
27/01/2026 11:56:53 AM (UTC+1030),6278151.347,494254.038,98.053,0.289
27/01/2026 11:56:54 AM (UTC+1030),6278152.152,494253.757,98.021,0.289
27/01/2026 11:56:55 AM (UTC+1030),6278152.887,494253.422,98.06,0.289
27/01/2026 11:56:56 AM (UTC+1030),6278153.673,494253.1,98.039,0.289
27/01/2026 11:56:57 AM (UTC+1030),6278154.467,494252.781,98.003,0.289
27/01/2026 11:56:58 AM (UTC+1030),6278155.265,494252.464,98.042,0.291
27/01/2026 11:56:59 AM (UTC+1030),6278155.942,494252.198,98.003,0.291
27/01/2026 11:57:00 AM (UTC+1030),6278156.522,494252.013,98.004,0.291
27/01/2026 11:57:01 AM (UTC+1030),6278156.933,494251.743,98.008,0.291
27/01/2026 11:57:02 AM (UTC+1030),6278157.239,494251.751,98.014,0.291
27/01/2026 11:57:03 AM (UTC+1030),6278157.187,494251.508,98.02,0.291
27/01/2026 11:57:04 AM (UTC+1030),6278157.164,494251.497,98.02,0.291
27/01/2026 11:57:05 AM (UTC+1030),6278157.159,494251.49,98.025,0.293
27/01/2026 11:57:06 AM (UTC+1030),6278157.152,494251.598,98.018,0.293
27/01/2026 11:57:07 AM (UTC+1030),6278157.132,494251.592,98.018,0.293
27/01/2026 11:57:08 AM (UTC+1030),6278157.167,494251.629,98.013,0.293
27/01/2026 11:57:09 AM (UTC+1030),6278157.281,494251.672,98.003,0.293
27/01/2026 11:57:10 AM (UTC+1030),6278157.399,494251.429,98.017,0.293
27/01/2026 11:57:11 AM (UTC+1030),6278157.781,494251.293,97.989,0.294
27/01/2026 11:57:12 AM (UTC+1030),6278158.094,494251.155,97.99,0.294
27/01/2026 11:57:13 AM (UTC+1030),6278158.033,494251.155,97.993,0.294
27/01/2026 11:57:14 AM (UTC+1030),6278158.048,494251.216,97.984,0.294
27/01/2026 11:57:15 AM (UTC+1030),6278158.095,494251.166,97.984,0.294
27/01/2026 11:57:16 AM (UTC+1030),6278158,494251.257,97.987,0.294
27/01/2026 11:57:17 AM (UTC+1030),6278158.03,494251.226,97.988,0.294
27/01/2026 11:57:18 AM (UTC+1030),6278158.031,494251.177,97.993,0.296
27/01/2026 11:57:19 AM (UTC+1030),6278158.083,494250.959,97.988,0.296
27/01/2026 11:57:20 AM (UTC+1030),6278157.647,494250.319,97.948,0.296
27/01/2026 11:57:21 AM (UTC+1030),6278157.208,494249.655,97.947,0.296
27/01/2026 11:57:22 AM (UTC+1030),6278156.877,494249.012,97.909,0.296
27/01/2026 11:57:23 AM (UTC+1030),6278156.612,494248.489,97.891,0.296
27/01/2026 11:57:24 AM (UTC+1030),6278156.541,494248.365,97.897,0.296
27/01/2026 11:57:25 AM (UTC+1030),6278156.566,494248.378,97.895,0.296
27/01/2026 11:57:26 AM (UTC+1030),6278156.369,494247.987,97.828,0.297
27/01/2026 11:57:27 AM (UTC+1030),6278156.089,494247.166,97.83,0.297
27/01/2026 11:57:28 AM (UTC+1030),6278155.854,494246.467,97.795,0.297
27/01/2026 11:57:29 AM (UTC+1030),6278155.646,494245.956,97.815,0.297
27/01/2026 11:57:30 AM (UTC+1030),6278155.529,494245.4,97.763,0.297
27/01/2026 11:57:31 AM (UTC+1030),6278155.259,494244.755,97.748,0.297
27/01/2026 11:57:32 AM (UTC+1030),6278155.009,494244.051,97.767,0.297
27/01/2026 11:57:33 AM (UTC+1030),6278154.86,494243.399,97.718,0.297
27/01/2026 11:57:34 AM (UTC+1030),6278154.759,494242.733,97.735,0.297
27/01/2026 11:57:35 AM (UTC+1030),6278154.543,494242.265,97.73,0.297
27/01/2026 11:57:36 AM (UTC+1030),6278154.542,494242.196,97.716,0.297
27/01/2026 11:57:37 AM (UTC+1030),6278154.626,494242.247,97.717,0.297
27/01/2026 11:57:38 AM (UTC+1030),6278154.621,494242.288,97.714,0.299
27/01/2026 11:57:39 AM (UTC+1030),6278154.607,494242.254,97.714,0.299
27/01/2026 11:57:40 AM (UTC+1030),6278154.602,494242.241,97.714,0.299
27/01/2026 11:57:41 AM (UTC+1030),6278154.603,494242.285,97.719,0.299
27/01/2026 11:57:42 AM (UTC+1030),6278154.61,494242.267,97.72,0.298
27/01/2026 11:57:43 AM (UTC+1030),6278154.643,494242.225,97.724,0.298
27/01/2026 11:57:44 AM (UTC+1030),6278154.627,494242.298,97.718,0.298
27/01/2026 11:57:45 AM (UTC+1030),6278154.621,494242.365,97.696,0.298
27/01/2026 11:57:46 AM (UTC+1030),6278154.459,494242.327,97.713,0.298
27/01/2026 11:57:47 AM (UTC+1030),6278154.665,494242.287,97.71,0.299
27/01/2026 11:57:48 AM (UTC+1030),6278154.626,494242.351,97.701,0.299
27/01/2026 11:57:49 AM (UTC+1030),6278154.558,494242.359,97.701,0.299
27/01/2026 11:57:50 AM (UTC+1030),6278154.64,494242.328,97.699,0.299
27/01/2026 11:57:51 AM (UTC+1030),6278154.669,494242.321,97.697,0.299
27/01/2026 11:57:52 AM (UTC+1030),6278154.634,494242.3,97.701,0.299
27/01/2026 11:57:53 AM (UTC+1030),6278154.626,494242.318,97.699,0.301
27/01/2026 11:57:54 AM (UTC+1030),6278154.65,494242.328,97.695,0.301
27/01/2026 11:57:55 AM (UTC+1030),6278154.632,494242.311,97.699,0.301
27/01/2026 11:57:56 AM (UTC+1030),6278154.632,494242.322,97.697,0.301
27/01/2026 11:57:57 AM (UTC+1030),6278154.614,494242.293,97.702,0.303
27/01/2026 11:57:58 AM (UTC+1030),6278154.597,494242.287,97.704,0.303
27/01/2026 11:57:59 AM (UTC+1030),6278154.616,494242.322,97.7,0.303
27/01/2026 11:58:00 AM (UTC+1030),6278154.63,494242.299,97.702,0.303
27/01/2026 11:58:01 AM (UTC+1030),6278154.588,494242.315,97.704,0.304
27/01/2026 11:58:02 AM (UTC+1030),6278154.589,494242.302,97.705,0.304
27/01/2026 11:58:03 AM (UTC+1030),6278154.616,494242.301,97.71,0.304
27/01/2026 11:58:04 AM (UTC+1030),6278154.632,494242.301,97.704,0.304
27/01/2026 11:58:05 AM (UTC+1030),6278154.617,494242.276,97.708,0.304
27/01/2026 11:58:06 AM (UTC+1030),6278154.612,494242.276,97.71,0.306
27/01/2026 11:58:07 AM (UTC+1030),6278154.625,494242.251,97.711,0.306
27/01/2026 11:58:08 AM (UTC+1030),6278154.635,494242.266,97.709,0.306
27/01/2026 11:58:09 AM (UTC+1030),6278154.633,494242.292,97.711,0.306
27/01/2026 11:58:10 AM (UTC+1030),6278154.609,494242.312,97.711,0.306
27/01/2026 11:58:11 AM (UTC+1030),6278154.582,494242.294,97.714,0.307
27/01/2026 11:58:12 AM (UTC+1030),6278154.581,494242.265,97.719,0.307
27/01/2026 11:58:13 AM (UTC+1030),6278154.609,494242.233,97.719,0.307
27/01/2026 11:58:14 AM (UTC+1030),6278154.661,494242.224,97.717,0.307
27/01/2026 11:58:15 AM (UTC+1030),6278154.631,494242.246,97.717,0.307
27/01/2026 11:58:16 AM (UTC+1030),6278154.609,494242.21,97.72,0.309
27/01/2026 11:58:17 AM (UTC+1030),6278154.626,494242.24,97.721,0.309
27/01/2026 11:58:18 AM (UTC+1030),6278154.6,494242.287,97.714,0.309
27/01/2026 11:58:19 AM (UTC+1030),6278154.584,494242.295,97.709,0.309
27/01/2026 11:58:20 AM (UTC+1030),6278154.592,494242.318,97.705,0.309
27/01/2026 11:58:21 AM (UTC+1030),6278154.609,494242.307,97.708,0.311
27/01/2026 11:58:22 AM (UTC+1030),6278154.613,494242.294,97.708,0.311
27/01/2026 11:58:23 AM (UTC+1030),6278154.604,494242.3,97.708,0.311
27/01/2026 11:58:24 AM (UTC+1030),6278154.586,494242.297,97.707,0.311
27/01/2026 11:58:25 AM (UTC+1030),6278154.585,494242.305,97.706,0.312
27/01/2026 11:58:26 AM (UTC+1030),6278154.6,494242.32,97.7,0.312
27/01/2026 11:58:27 AM (UTC+1030),6278154.592,494242.291,97.703,0.312
27/01/2026 11:58:28 AM (UTC+1030),6278154.612,494242.274,97.706,0.312
27/01/2026 11:58:29 AM (UTC+1030),6278154.635,494242.279,97.704,0.312
27/01/2026 11:58:30 AM (UTC+1030),6278154.645,494242.309,97.702,0.314
27/01/2026 11:58:31 AM (UTC+1030),6278154.638,494242.33,97.699,0.314
27/01/2026 11:58:32 AM (UTC+1030),6278154.619,494242.319,97.7,0.314
27/01/2026 11:58:33 AM (UTC+1030),6278154.612,494242.314,97.701,0.314
27/01/2026 11:58:34 AM (UTC+1030),6278154.621,494242.306,97.704,0.314
27/01/2026 11:58:35 AM (UTC+1030),6278154.628,494242.296,97.706,0.315
27/01/2026 11:58:36 AM (UTC+1030),6278154.623,494242.302,97.703,0.315
27/01/2026 11:58:37 AM (UTC+1030),6278154.628,494242.33,97.699,0.315
27/01/2026 11:58:38 AM (UTC+1030),6278154.639,494242.313,97.7,0.315
27/01/2026 11:58:39 AM (UTC+1030),6278154.613,494242.306,97.701,0.317
27/01/2026 11:58:40 AM (UTC+1030),6278154.603,494242.311,97.702,0.317
27/01/2026 11:58:41 AM (UTC+1030),6278154.598,494242.301,97.704,0.317
27/01/2026 11:58:42 AM (UTC+1030),6278154.592,494242.278,97.709,0.317
27/01/2026 11:58:43 AM (UTC+1030),6278154.581,494242.288,97.709,0.317
27/01/2026 11:58:44 AM (UTC+1030),6278154.565,494242.306,97.705,0.319
27/01/2026 11:58:45 AM (UTC+1030),6278154.586,494242.313,97.7,0.319
27/01/2026 11:58:46 AM (UTC+1030),6278154.605,494242.323,97.702,0.319
27/01/2026 11:58:47 AM (UTC+1030),6278154.622,494242.336,97.7,0.319
27/01/2026 11:58:48 AM (UTC+1030),6278154.619,494242.325,97.701,0.319
27/01/2026 11:58:49 AM (UTC+1030),6278154.639,494242.32,97.701,0.32
27/01/2026 11:58:50 AM (UTC+1030),6278154.645,494242.313,97.706,0.32
27/01/2026 11:58:51 AM (UTC+1030),6278154.641,494242.318,97.699,0.32
27/01/2026 11:58:52 AM (UTC+1030),6278154.633,494242.339,97.698,0.322
27/01/2026 11:58:53 AM (UTC+1030),6278154.617,494242.345,97.696,0.322
27/01/2026 11:58:54 AM (UTC+1030),6278154.604,494242.342,97.696,0.322
27/01/2026 11:58:55 AM (UTC+1030),6278154.59,494242.337,97.696,0.322
27/01/2026 11:58:56 AM (UTC+1030),6278154.598,494242.341,97.695,0.323
27/01/2026 11:58:57 AM (UTC+1030),6278154.598,494242.337,97.696,0.323
27/01/2026 11:58:58 AM (UTC+1030),6278154.599,494242.332,97.697,0.323
27/01/2026 11:58:59 AM (UTC+1030),6278154.601,494242.349,97.695,0.323
27/01/2026 11:59:00 AM (UTC+1030),6278154.596,494242.348,97.694,0.323
27/01/2026 11:59:01 AM (UTC+1030),6278154.598,494242.32,97.697,0.325
27/01/2026 11:59:02 AM (UTC+1030),6278154.61,494242.333,97.693,0.325
27/01/2026 11:59:03 AM (UTC+1030),6278154.607,494242.338,97.692,0.325
27/01/2026 11:59:04 AM (UTC+1030),6278154.617,494242.332,97.693,0.325
27/01/2026 11:59:05 AM (UTC+1030),6278154.623,494242.313,97.696,0.325
27/01/2026 11:59:06 AM (UTC+1030),6278154.6,494242.346,97.694,0.326
27/01/2026 11:59:07 AM (UTC+1030),6278154.591,494242.367,97.694,0.326
27/01/2026 11:59:08 AM (UTC+1030),6278154.604,494242.358,97.692,0.326
27/01/2026 11:59:09 AM (UTC+1030),6278154.62,494242.36,97.69,0.326
27/01/2026 11:59:10 AM (UTC+1030),6278154.609,494242.349,97.69,0.326
27/01/2026 11:59:11 AM (UTC+1030),6278154.621,494242.344,97.69,0.328
27/01/2026 11:59:12 AM (UTC+1030),6278154.639,494242.337,97.69,0.328
27/01/2026 11:59:13 AM (UTC+1030),6278154.615,494242.365,97.689,0.328
27/01/2026 11:59:14 AM (UTC+1030),6278154.599,494242.367,97.689,0.328
27/01/2026 11:59:15 AM (UTC+1030),6278154.6,494242.347,97.692,0.33
27/01/2026 11:59:16 AM (UTC+1030),6278154.591,494242.348,97.692,0.33
